Catamarca,Argentina
Komi-Permjakija,Russia
Korjakija,Russia
Kostroma,Russia
Krasnodar,Russia
Krasnojarsk,Russia
Kurgan,Russia
Kursk,Russia
Leningrad,Russia
Lipeck,Russia
Magadan,Russia
Mordovija,Russia
Moscow,Russia
Moskva,Russia
Murmansk,Russia
Nenets,Russia
Novgorod,Russia
Novokusnezk,Russia
Novosibirsk,Russia
Omsk,Russia
Orenburg,Russia
Orjol,Russia
Penza,Russia
Perm,Russia
Primorje,Russia
Pskov,Russia
Rjazan,Russia
Rostov,Russia
Saha,Russia
Sahalin,Russia
Samara,Russia
Samarskaya,Russia
Sankt-Peterburg,Russia
Saratov,Russia
Smolensk,Russia
Stavropol,Russia
Sverdlovsk,Russia
Tajmyrija,Russia
Tambov,Russia
Tatarstan,Russia
Tjumen,Russia
Tomsk,Russia
Tula,Russia
Tver,Russia
Tyva,Russia
Udmurtija,Russia
Uljanovsk,Russia
Ust-Orda,Russia
Vladimir,Russia
Volgograd,Russia
Vologda,Russia
Voronezh,Russia
Singapore,Singapore
Benedikt,Slovenia
Gorenjska,Slovenia
Gorishka,Slovenia
Koroshka,Slovenia
Notranjsko-krashka,Slovenia
Obalno-krashka,Slovenia
Osrednjeslovenska,Slovenia
Podravska,Slovenia
Pomurska,Slovenia
Savinjska,Slovenia
Spodnjeposavska,Slovenia
Zasavska,Slovenia
Alacant,Spain
Alava,Spain
Albacete,Spain
Almeria,Spain
Andalucia,Spain
Asturias,Spain
Avila,Spain
Badajoz,Spain
Balears,Spain
Barcelona,Spain
Bertamirans,Spain
Biscay,Spain
Burgos,Spain
Caceres,Spain
Cadiz,Spain
Cantabria,Spain
Castello,Spain
Catalunya,Spain
Ceuta,Spain
Cordoba,Spain
Cuenca,Spain
Gipuzkoa,Spain
Girona,Spain
Granada,Spain
Guadalajara,Spain
Guipuzcoa,Spain
Huelva,Spain
Huesca,Spain
Jaen,Spain
Leon,Spain
Lerida,Spain
Lleida,Spain
Lugo,Spain
Madrid,Spain
Malaga,Spain
Melilla,Spain
Murcia,Spain
Navarra,Spain
Ourense,Spain
Palencia,Spain
Pontevedra,Spain
Salamanca,Spain
Segovia,Spain
Sevilla,Spain
Soria,Spain
Tarragona,Spain
Tenerife,Spain
Teruel,Spain
Toledo,Spain
Valencia,Spain
Valladolid,Spain
Vizcaya,Spain
Zamora,Spain
Zaragoza,Spain
Blekinge,Sweden
Bohuslan,Sweden
Dalarna,Sweden
Gavleborg,Sweden
Gotland,Sweden
Halland,Sweden
Jamtland,Sweden
Jonkoping,Sweden
Kalmar,Sweden
Kristianstads,Sweden
Kronoberg,Sweden
Norrbotten,Sweden
Orebro,Sweden
Ostergotland,Sweden
Saltsjo-Boo,Sweden
Skane,Sweden
Smaland,Sweden
Sodermanland,Sweden
Stockholm,Sweden
Uppsala,Sweden
Varmland,Sweden
Vasterbotten,Sweden
Vastergotland,Sweden
Vasternorrland,Sweden
Vastmanland,Sweden
Aargau,Switzerland
Basel-Landschaft,Switzerland
Basel-Stadt,Switzerland
Bern,Switzerland
Fribourg,Switzerland
Geneve,Switzerland
Glarus,Switzerland
Graubunden,Switzerland
Heerbrugg,Switzerland
Jura,Switzerland
Luzern,Switzerland
Muhen,Switzerland
Neuchatel,Switzerland
Nidwalden,Switzerland
Obwalden,Switzerland
Schaffhausen,Switzerland
Schwyz,Switzerland
Solothurn,Switzerland
Thurgau,Switzerland
Ticino,Switzerland
Uri,Switzerland
Valais,Switzerland
Vaud,Switzerland
Vauffelin,Switzerland
Zug,Switzerland
Zurich,Switzerland
Changhwa,Taiwan
Hualien,Taiwan
Ilan,Taiwan
Kinmen,Taiwan
Miaoli,Taiwan
Nantou,Taiwan
Penghu,Taiwan
Pingtung,Taiwan
Taichung Hsien,Taiwan
Taichung Shih,Taiwan
Taichung,Taiwan
Taitung,Taiwan
Taoyuan,Taiwan
Yilan,Taiwan
Yunlin,Taiwan
Bangkok,Thailand
Chachoengsao,Thailand
Chaiyaphum,Thailand
Chanthaburi,Thailand
Chumphon,Thailand
Kalasin,Thailand
Kanchanaburi,Thailand
Krabi,Thailand
Lampang,Thailand
Lamphun,Thailand
Loei,Thailand
Mukdahan,Thailand
Nan,Thailand
Narathiwat,Thailand
Nonthaburi,Thailand
Pattani,Thailand
Phangnga,Thailand
Phatthalung,Thailand
Phayao,Thailand
Phetchabun,Thailand
Phetchaburi,Thailand
Phichit,Thailand
Phitsanulok,Thailand
Phrae,Thailand
Phuket,Thailand
Ranong,Thailand
Ratchaburi,Thailand
Rayong,Thailand
Saraburi,Thailand
Satun,Thailand
Songkhla,Thailand
Sukhothai,Thailand
Surin,Thailand
Tak,Thailand
Trang,Thailand
Trat,Thailand
Uttaradit,Thailand
Yala,Thailand
Yasothon,Thailand
Adana,Turkey
Adiyaman,Turkey
Afyon,Turkey
Agri,Turkey
Aksaray,Turkey
Amasya,Turkey
Ankara,Turkey
Antalya,Turkey
Ardahan,Turkey
Artvin,Turkey
Aydin,Turkey
Balikesir,Turkey
Bartin,Turkey
Batman,Turkey
Bayburt,Turkey
Bilecik,Turkey
Bingol,Turkey
Bitlis,Turkey
Bolu,Turkey
Burdur,Turkey
Bursa,Turkey
Canakkale,Turkey
Cankiri,Turkey
Corum,Turkey
Denizli,Turkey
Diyarbakir,Turkey
Duzce,Turkey
Edirne,Turkey
Elazig,Turkey
Erzincan,Turkey
Erzurum,Turkey
Eskisehir,Turkey
Gaziantep,Turkey
Giresun,Turkey
Gumushane,Turkey
Hakkari,Turkey
Hatay,Turkey
Icel,Turkey
Igdir,Turkey
Isparta,Turkey
Istanbul,Turkey
Izmir,Turkey
Kahramanmaras,Turkey
Karabuk,Turkey
Karaman,Turkey
Kars,Turkey
Karsiyaka,Turkey
Kastamonu,Turkey
Kayseri,Turkey
Kilis,Turkey
Kirikkale,Turkey
Kirklareli,Turkey
Kirsehir,Turkey
Kocaeli,Turkey
Konya,Turkey
Kutahya,Turkey
Lefkosa,Turkey
Malatya,Turkey
Manisa,Turkey
Mardin,Turkey
Mugla,Turkey
Mus,Turkey
Nevsehir,Turkey
Nigde,Turkey
Ordu,Turkey
Osmaniye,Turkey
Rize,Turkey
Sakarya,Turkey
Samsun,Turkey
Sanliurfa,Turkey
Siirt,Turkey
Sinop,Turkey
Sirnak,Turkey
Sivas,Turkey
Tekirdag,Turkey
Tokat,Turkey
Trabzon,Turkey
Tunceli,Turkey
Usak,Turkey
Van,Turkey
Yalova,Turkey
Yozgat,Turkey
Zonguldak,Turkey
Cherkas'ka,Ukraine
Chernihivs'ka,Ukraine
Chernivets'ka,Ukraine
Crimea,Ukraine
Dnipropetrovska,Ukraine
Donets'ka,Ukraine
Ivano-Frankivs'ka,Ukraine
Kharkiv,Ukraine
Kharkov,Ukraine
Khersonska,Ukraine
Khmel'nyts'ka,Ukraine
Kirovohrad,Ukraine
Krym,Ukraine
Kyyiv,Ukraine
Kyyivs'ka,Ukraine
L'vivs'ka,Ukraine
Luhans'ka,Ukraine
Mykolayivs'ka,Ukraine
Odes'ka,Ukraine
Odessa,Ukraine
Poltavs'ka,Ukraine
Rivnens'ka,Ukraine
Sums'ka,Ukraine
Ternopil's'ka,Ukraine
Volyns'ka,Ukraine
Vynnyts'ka,Ukraine
Zakarpats'ka,Ukraine
Zaporizhia,Ukraine
Zhytomyrs'ka,Ukraine
Amazonas,Venezuela
Anzoategui,Venezuela
Apure,Venezuela
Aragua,Venezuela
Barinas,Venezuela
Bolivar,Venezuela
Carabobo,Venezuela
Cojedes,Venezuela
Falcon,Venezuela
Guarico,Venezuela
Lara,Venezuela
Merida,Venezuela
Miranda,Venezuela
Monagas,Venezuela
Portuguesa,Venezuela
Sucre,Venezuela
Tachira,Venezuela
Trujillo,Venezuela
Vargas,Venezuela
Yaracuy,Venezuela
Zulia,Venezuela
Hanoi,Vietnam
Catamarca,Argentina
Chaco,Argentina
Chubut,Argentina
Cordoba,Argentina
Corrientes,Argentina
Formosa,Argentina
Jujuy,Argentina
Mendoza,Argentina
Misiones,Argentina
Neuquen,Argentina
Salta,Argentina
Tucuman,Argentina
Auckland,Australia
Balgowlah,Australia
Balmain,Australia
Bankstown,Australia
Camberwell,Australia
Caulfield,Australia
Chatswood,Australia
Cheltenham,Australia
Cherrybrook,Australia
Clayton,Australia
Collingwood,Australia
Hawthorn,Australia
Jannnali,Australia
Knoxfield,Australia
Melbourne,Australia
Perth,Australia
Queensland,Australia
Tasmania,Australia
Templestowe,Australia
Victoria,Australia
Wheeler,Australia
Burgenland,Austria
Carinthia,Austria
Karnten,Austria
Niederosterreich,Austria
Oberosterreich,Austria
Salzburg,Austria
Schleswig-Holstein,Austria
Steiermark,Austria
Styria,Austria
Tirol,Austria
Vorarlberg,Austria
Wien,Austria
Antwerpen,Belgium
Berchem,Belgium
Brabant Wallon,Belgium
Brabant,Belgium
Brussel,Belgium
Hainaut,Belgium
Liege,Belgium
Limburg,Belgium
Luxembourg,Belgium
Namur,Belgium
Ontario,Belgium
Oost-Vlaanderen,Belgium
Vlaams-Brabant,Belgium
Wallonne,Belgium
West-Vlaanderen,Belgium
Acre,Brazil
Alagoas,Brazil
Amapa,Brazil
Amazonas,Brazil
Bahia,Brazil
Ceara,Brazil
Goias,Brazil
Maranhao,Brazil
Para,Brazil
Paraiba,Brazil
Parana,Brazil
Pernambuco,Brazil
Piaui,Brazil
Rondonia,Brazil
Roraima,Brazil
Sergipe,Brazil
Tocantins,Brazil
Blagoevgrad,Bulgaria
Burgas,Bulgaria
Dobrich,Bulgaria
Gabrovo,Bulgaria
Haskovo,Bulgaria
Jambol,Bulgaria
Kardzhali,Bulgaria
Kjustendil,Bulgaria
Lovech,Bulgaria
Montana,Bulgaria
Pazardzhik,Bulgaria
Pernik,Bulgaria
Pleven,Bulgaria
Plovdiv,Bulgaria
Razgrad,Bulgaria
Ruse,Bulgaria
Shumen,Bulgaria
Silistra,Bulgaria
Sliven,Bulgaria
Smoljan,Bulgaria
Targovishte,Bulgaria
Varna,Bulgaria
Vidin,Bulgaria
Vraca,Bulgaria
Yablaniza,Bulgaria
Alberta,Canada
Manitoba,Canada
Nunavut,Canada
Ontario,Canada
Quebec,Canada
Saskatchewan,Canada
Yukon,Canada
Aisen,Chile
Antofagasta,Chile
Araucania,Chile
Atacama,Chile
Coquimbo,Chile
Magellanes,Chile
Maule,Chile
Metropolitana de Santiago,Chile
Metropolitana,Chile
Tarapaca,Chile
Valparaiso,Chile
Anhui Province,China
Anhui Sheng,China
Anhui,China
Aomen,China
Beijing Shi,China
Beijing,China
Chongqing,China
Fujian Sheng,China
Fujian,China
Gansu,China
Guangdong Sheng,China
Guangdong,China
Guangxi,China
Guizhou,China
Hainan,China
Hebei,China
Heilongjiang,China
Henan,China
Hubei,China
Hunan,China
Jiangsu Sheng,China
Jiangsu,China
Jiangxi,China
Jilin,China
Liaoning Sheng,China
Liaoning,China
Qinghai,China
Shaanxi,China
Shandong Sheng,China
Shandong,China
Shanghai,China
Shanxi,China
Sichuan,China
Tianjin,China
Xianggang,China
Xinjiang,China
Xizang,China
Yunnan,China
Zhejiang Sheng,China
Zhejiang,China
Amazonas,Colombia
Antioquia,Colombia
Arauca,Colombia
Atlantico,Colombia
Bogota,Colombia
Bolivar,Colombia
Boyaca,Colombia
Caldas,Colombia
Caqueta,Colombia
Casanare,Colombia
Cauca,Colombia
Cesar,Colombia
Choco,Colombia
Cordoba,Colombia
Cundinamarca,Colombia
Guainia,Colombia
Guaviare,Colombia
Huila,Colombia
Magdalena,Colombia
Meta,Colombia
Narino,Colombia
Putumayo,Colombia
Quindio,Colombia
Risaralda,Colombia
Santander,Colombia
Sucre,Colombia
Tolima,Colombia
Vaupes,Colombia
Vichada,Colombia
Frycovice,Czech Republic
Jihochesky,Czech Republic
Jihomoravsky,Czech Republic
Karlovarsky,Czech Republic
Klecany,Czech Republic
Kralovehradecky,Czech Republic
Liberecky,Czech Republic
Lipov,Czech Republic
Moravskoslezsky,Czech Republic
Olomoucky Kraj,Czech Republic
Olomoucky,Czech Republic
Pardubicky,Czech Republic
Plzensky,Czech Republic
Praha,Czech Republic
Rajhrad,Czech Republic
Smirice,Czech Republic
Stredochesky,Czech Republic
Unicov,Czech Republic
Ustecky,Czech Republic
Valletta,Czech Republic
Velesin,Czech Republic
Vysochina,Czech Republic
Zlinsky,Czech Republic
Arhus,Denmark
Bornholm,Denmark
Frederiksborg,Denmark
Fyn,Denmark
Hovedstaden,Denmark
Kobenhavn,Denmark
Nordjylland,Denmark
Ribe,Denmark
Ringkobing,Denmark
Roervig,Denmark
Roskilde,Denmark
Roslev,Denmark
Sjaelland,Denmark
Soeborg,Denmark
Sonderjylland,Denmark
Storstrom,Denmark
Syddanmark,Denmark
Toelloese,Denmark
Vejle,Denmark
Vestsjalland,Denmark
Viborg,Denmark
Harju,Estonia
Hiiu,Estonia
Ida-Viru,Estonia
Jarva,Estonia
Jogeva,Estonia
Laane,Estonia
Laane-Viru,Estonia
Parnu,Estonia
Polva,Estonia
Rapla,Estonia
Saare,Estonia
Tartu,Estonia
Valga,Estonia
Viljandi,Estonia
Voru,Estonia
Ahvenanmaa,Finland
Etela-Karjala,Finland
Etela-Pohjanmaa,Finland
Etela-Savo,Finland
Ita-Uusimaa,Finland
Kainuu,Finland
Kanta-Hame,Finland
Keski-Pohjanmaa,Finland
Keski-Suomi,Finland
Kymenlaakso,Finland
Lappi,Finland
Ostrobothnia,Finland
Paijat-Hame,Finland
Pirkanmaa,Finland
Pohjanmaa,Finland
Pohjois-Karjala,Finland
Pohjois-Pohjanmaa,Finland
Pohjois-Savo,Finland
Saarijarvi,Finland
Satakunta,Finland
Uusimaa,Finland
Varsinais-Suomi,Finland
Ain,France
Aisne,France
Allier,France
Alpes-Maritimes,France
Alpes-de-Haute-Provence,France
Alsace,France
Aquitaine,France
Ardeche,France
Ardennes,France
Ariege,France
Aube,France
Aude,France
Auvergne,France
Aveyron,France
Bas-Rhin,France
Basse-Normandie,France
Bouches-du-Rhone,France
Bourgogne,France
Bretagne,France
Brittany,France
Burgundy,France
Calvados,France
Cantal,France
Cedex,France
Centre,France
Charente,France
Charente-Maritime,France
Cher,France
Correze,France
Corse-du-Sud,France
Cote-d'Or,France
Cotes-d'Armor,France
Creuse,France
Crolles,France
Deux-Sevres,France
Dordogne,France
Doubs,France
Drome,France
Essonne,France
Eure,France
Eure-et-Loir,France
Feucherolles,France
Finistere,France
Franche-Comte,France
Gard,France
Gers,France
Gironde,France
Haut-Rhin,France
Haute-Corse,France
Haute-Garonne,France
Haute-Loire,France
Haute-Marne,France
Haute-Saone,France
Haute-Savoie,France
Haute-Vienne,France
Hautes-Alpes,France
Hautes-Pyrenees,France
Hauts-de-Seine,France
Herault,France
Ile-de-France,France
Ille-et-Vilaine,France
Indre,France
Indre-et-Loire,France
Isere,France
Jura,France
Klagenfurt,France
Landes,France
Languedoc-Roussillon,France
Larcay,France
Limousin,France
Loir-et-Cher,France
Loire,France
Loire-Atlantique,France
Loiret,France
Lorraine,France
Lot,France
Lot-et-Garonne,France
Lozere,France
Maine-et-Loire,France
Manche,France
Marne,France
Mayenne,France
Meurthe-et-Moselle,France
Meuse,France
Midi-Pyrenees,France
Morbihan,France
Moselle,France
Nievre,France
Nord,France
Nord-Pas-de-Calais,France
Oise,France
Orne,France
Paris,France
Pas-de-Calais,France
Pays-de-la-Loire,France
Picardy,France
Puy-de-Dome,France
Pyrenees-Atlantiques,France
Pyrenees-Orientales,France
Quelmes,France
Rhone,France
Rhone-Alpes,France
Saone-et-Loire,France
Sarthe,France
Savoie,France
Seine-Maritime,France
Seine-Saint-Denis,France
Seine-et-Marne,France
Somme,France
Souvans,France
Tarn,France
Tarn-et-Garonne,France
Treignac,France
Val-d'Oise,France
Val-de-Marne,France
Var,France
Vaucluse,France
Vellise,France
Vendee,France
Vienne,France
Vosges,France
Yonne,France
Yvelines,France
Baden-Wurttemberg,Germany
Bavaria,Germany
Bayern,Germany
Berlin,Germany
Brandenburg,Germany
Bremen,Germany
Hamburg,Germany
Hannover,Germany
Heroldstatt,Germany
Hessen,Germany
Kortenberg,Germany
Laasdorf,Germany
Mecklenburg-Vorpommern,Germany
Mulfingen,Germany
Munich,Germany
Neubeuern,Germany
Niedersachsen,Germany
Noord-Holland,Germany
Nordrhein-Westfalen,Germany
Osterode,Germany
Rheinland-Pfalz,Germany
Rhineland-Palatinate,Germany
Saarland,Germany
Sachsen,Germany
Sachsen-Anhalt,Germany
Saxony,Germany
Schleswig-Holstein,Germany
Thuringia,Germany
Webling,Germany
Weinstrabe,Germany
schlobborn,Germany
Acharnes,Greece
Ahaia,Greece
Argolis,Greece
Arkadia,Greece
Arta,Greece
Attica,Greece
Attiki,Greece
Crete,Greece
Dodekanisos,Greece
Drama,Greece
Evia,Greece
Evritania,Greece
Evros,Greece
Evvoia,Greece
Florina,Greece
Fokis,Greece
Fthiotis,Greece
Grevena,Greece
Halandri,Greece
Halkidiki,Greece
Hania,Greece
Heraklion,Greece
Hios,Greece
Ilia,Greece
Imathia,Greece
Ioannina,Greece
Karditsa,Greece
Kastoria,Greece
Kavala,Greece
Kefallinia,Greece
Kerkira,Greece
Kiklades,Greece
Kilkis,Greece
Korinthia,Greece
Kozani,Greece
Lakonia,Greece
Larisa,Greece
Lasithi,Greece
Lesvos,Greece
Levkas,Greece
Magnisia,Greece
Messinia,Greece
Pella,Greece
Pieria,Greece
Piraios,Greece
Preveza,Greece
Rethimni,Greece
Rodopi,Greece
Samos,Greece
Serrai,Greece
Thesprotia,Greece
Thessaloniki,Greece
Trikala,Greece
Voiotia,Greece
Xanthi,Greece
Zakinthos,Greece
Bacs-Kiskun,Hungary
Baranya,Hungary
Bekes,Hungary
Borsod-Abauj-Zemplen,Hungary
Budapest,Hungary
Csongrad,Hungary
Fejer,Hungary
Gyor-Moson-Sopron,Hungary
Hajdu-Bihar,Hungary
Heves,Hungary
Jasz-Nagykun-Szolnok,Hungary
Komarom-Esztergom,Hungary
Nograd,Hungary
Pest,Hungary
Somogy,Hungary
Szabolcs-Szatmar-Bereg,Hungary
Tolna,Hungary
Vas,Hungary
Veszprem,Hungary
Zala,Hungary
Andaman and Nicobar Islands,India
Andhra Pradesh,India
Arunachal Pradesh,India
Assam,India
Bihar,India
Chandigarh,India
Chhattisgarh,India
Dadra and Nagar Haveli,India
Daman and Diu,India
Delhi,India
Goa,India
Gujarat,India
Haryana,India
Himachal Pradesh,India
Jammu and Kashmir,India
Jharkhand,India
Karnataka,India
Kerala,India
Lakshadweep,India
Madhya Pradesh,India
Maharashtra,India
Manipur,India
Meghalaya,India
Mizoram,India
Nagaland,India
Odisha,India
Pondicherry,India
Punjab,India
Rajasthan,India
Sikkim,India
Tamil Nadu,India
Telangana,India
Tripura,India
Uttar Pradesh,India
Uttarakhand,India
West Bengal,India
Aceh,Indonesia
Bali,Indonesia
Bangka-Belitung,Indonesia
Banten,Indonesia
Bengkulu,Indonesia
Gandaria,Indonesia
Gorontalo,Indonesia
Jakarta,Indonesia
Jambi,Indonesia
Kendal,Indonesia
Lampung,Indonesia
Maluku Utara,Indonesia
Maluku,Indonesia
Papua,Indonesia
Riau Kepulauan,Indonesia
Riau,Indonesia
Solo,Indonesia
Yogyakarta,Indonesia
Armagh,Ireland
Carlow,Ireland
Cavan,Ireland
Clare,Ireland
Cork,Ireland
Donegal,Ireland
Dublin,Ireland
Galway,Ireland
Kerry,Ireland
Kildare,Ireland
Kilkenny,Ireland
Laois,Ireland
Leinster,Ireland
Leitrim,Ireland
Limerick,Ireland
Longford,Ireland
Louth,Ireland
Mayo,Ireland
Meath,Ireland
Monaghan,Ireland
